TransactionID,CustomerID,CustomerAge,CustomerGender,Occupation,CityTier,AccountBalance,TransactionAmount,TransactionType,MerchantCategory,TransactionHour,DeviceType,LoginAttempts,FailedTransactions,DaysSinceLastTransaction,AvgMonthlyTransactions,CreditScore,TransactionLocation,IPRiskScore,VPNUsed,MultipleDevicesUsed,IsFraud
TXN_137429,CUST_23004,27,Female,Retired,Tier-3,163159.0,521.28,Debit Card,Retail,2,Tablet,3,0,0,30.18,642.0,Home City,9.98,No,No,Yes
TXN_112212,CUST_99539,30,Male,Government,Tier-3,231772.05,19118.96,NEFT,Healthcare,19,Android,1,0,50,16.56,814.0,Home City,48.03,No,Yes,No
TXN_123067,CUST_68541,49,Male,Salaried,Tier-3,201674.06,3114.6,UPI,Retail,21,Desktop,1,0,19,28.47,839.0,Home City,62.22,No,No,Yes
TXN_135168,CUST_15399,34,Female,Government,Tier-1,207856.49,298.58,UPI,Retail,11,Tablet,1,1,23,42.61,795.0,Home City,56.32,No,No,No
TXN_115469,CUST_11426,59,Female,Self-Employed,Tier-1,5000.0,22381.56,NEFT,Luxury,4,iPhone,1,0,48,42.15,632.0,Home City,20.03,Yes,No,No
TXN_123027,CUST_15192,74,Male,Self-Employed,Tier-1,102022.51,31859.99,RTGS,Utilities,17,Tablet,0,0,11,22.02,835.0,Home City,1.0,No,No,No
TXN_104518,CUST_84768,33,Male,Government,Tier-2,100197.51,11996.9,UPI,Retail,6,iPhone,1,0,50,24.69,900.0,Home City,1.0,No,Yes,No
TXN_102639,CUST_32745,26,Female,Self-Employed,Tier-1,80520.28,37988.99,UPI,Luxury,12,Android,2,2,40,38.61,760.0,Different City,63.09,No,No,No
TXN_129641,CUST_11038,34,Male,Student,Tier-2,120122.78,7785.74,UPI,Luxury,6,Desktop,2,1,42,31.47,646.0,Home City,45.39,No,No,No
TXN_113650,CUST_25607,46,Male,Government,Tier-1,137903.37,11419.28,NEFT,Healthcare,7,iPhone,3,1,25,17.73,572.0,Home City,27.58,No,No,No
TXN_101398,CUST_85717,66,Female,Government,Tier-3,66770.44,6897.72,Credit Card,Electronics,5,iPhone,1,0,41,46.44,655.0,Home City,33.6,No,No,No
TXN_128337,CUST_41437,37,Male,Salaried,Tier-1,103608.01,5657.31,UPI,Travel,2,iPhone,4,0,16,43.12,655.0,Home City,51.86,No,Yes,No
TXN_123455,CUST_48315,46,Female,Retired,Tier-2,157076.76,5725.65,NEFT,Retail,2,Tablet,0,0,19,33.5,713.0,International,25.14,No,No,No
TXN_130048,CUST_16530,37,Female,Retired,Tier-2,26724.02,23351.69,NEFT,Travel,10,iPhone,4,0,51,37.26,875.0,Home City,33.15,No,No,No
TXN_137581,CUST_85210,25,Female,Self-Employed,tier-1,74440.47,4664.57,RTGS,Retail,2,Desktop,1,0,23,18.22,683.0,Different City,20.45,No,No,No
TXN_122230,CUST_12624,67,Male,Student,Tier-2,340777.82,3054.44,Debit Card,Healthcare,7,iPhone,0,1,37,50.79,680.0,Different City,62.97,No,No,No
TXN_116771,CUST_53194,40,Female,Retired,Tier-1,133513.64,30902.29,Wallet,Electronics,6,Android,2,1,47,45.5,720.0,Home City,23.81,Yes,No,Yes
TXN_131988,CUST_45295,69,Female,Business,Tier-1,278996.17,14228.12,UPI,,18,iPhone,1,0,58,29.19,631.0,Home City,48.51,No,No,No
TXN_130621,CUST_63056,19,Male,Student,Tier-2,75616.01,7742.12,NEFT,Healthcare,20,Android,3,0,17,45.63,634.0,Home City,25.48,No,No,No
TXN_122102,CUST_17571,42,Male,Salaried,Tier-1,185523.6,21508.69,RTGS,Food,18,Desktop,0,1,24,8.62,796.0,Home City,48.44,No,No,Yes
TXN_124386,CUST_67613,60,Male,Retired,Tier-2,293349.91,21560.75,Wallet,Electronics,15,Android,4,0,32,37.27,459.0,Home City,10.56,No,No,No
TXN_127939,CUST_54706,58,Male,Salaried,Tier-1,146825.45,1282.86,Credit Card,Food,6,Desktop,0,0,54,31.71,588.0,Different City,58.93,Yes,No,No
TXN_139732,CUST_23595,22,Female,Government,Tier-1,5000.0,18258.44,RTGS,Electronics,22,Desktop,2,1,46,54.41,694.0,Different City,15.63,No,No,No
TXN_110049,CUST_67681,35,Female,Self-Employed,Tier-3,65002.9,1245.92,RTGS,Food,10,Tablet,3,0,4,39.84,680.0,Home City,31.24,No,No,No
TXN_106762,CUST_16682,34,Female,Government,Tier-2,161700.35,17406.68,Credit Card,Utilities,10,Android,2,1,14,45.81,583.0,Home City,25.99,No,No,No
TXN_138694,CUST_7398,54,Female,Self-Employed,Tier-2,241023.84,14812.87,NEFT,Retail,16,Desktop,3,0,54,34.1,640.0,Different City,18.55,No,Yes,No
TXN_107640,CUST_84558,43,Female,Business,Tier-2,155338.64,4350.49,NEFT,Food,1,iPhone,1,1,20,46.11,688.0,Home City,66.58,No,No,Yes
TXN_112318,CUST_32575,30,Female,Business,Tier-1,361246.59,15860.88,NEFT,Luxury,12,Android,1,0,23,23.56,740.0,Home City,14.42,No,No,No
TXN_139963,CUST_64082,73,Female,Government,Tier-2,169974.02,11791.61,Debit Card,Food,12,Desktop,0,1,13,40.38,860.0,Home City,55.91,No,No,No
TXN_104216,CUST_99028,58,Female,Self-Employed,Tier-2,82822.29,8726.9,UPI,Luxury,16,Desktop,1,1,25,58.59,679.0,Home City,28.99,No,No,Yes
TXN_136352,CUST_90624,22,Female,Salaried,Tier-3,231402.68,9429.73,Credit Card,Luxury,8,Android,3,0,24,9.41,724.0,Home City,14.83,No,No,No
TXN_113521,CUST_73286,39,Female,Student,Tier-3,144178.06,9257.97,Debit Card,Electronics,5,iPhone,5,1,2,34.87,713.0,Home City,28.82,No,Yes,Yes
TXN_114617,CUST_44536,46,Male,Self-Employed,Tier-3,258297.83,152671.44,Credit Card,Utilities,10,Tablet,2,1,9,42.0,611.0,International,35.8,No,No,No
TXN_101483,CUST_51940,24,Female,Self-Employed,Tier-1,345897.75,6567.36,Debit Card,Healthcare,4,Tablet,3,0,41,52.51,686.0,Different City,29.58,No,No,No
TXN_113092,CUST_98616,33,Female,Student,Tier-1,237470.67,13667.22,Wallet,Travel,7,iPhone,1,3,3,25.77,720.0,Home City,5.35,Yes,No,No
TXN_122035,CUST_10596,19,Male,Business,Tier-1,261526.53,8253.67,NEFT,Food,15,iPhone,0,1,55,44.95,664.0,Different City,38.57,No,No,No
TXN_131691,CUST_95945,71,Male,Retired,Tier-1,246881.18,15401.27,Credit Card,Healthcare,17,Desktop,1,0,15,43.3,559.0,Different City,56.61,No,Yes,No
TXN_119894,CUST_96002,70,Female,Retired,Tier-2,155764.87,5172.11,Wallet,Luxury,12,Tablet,1,0,27,39.67,723.0,Home City,15.67,No,No,No
TXN_110376,CUST_87108,51,Male,Student,Tier-3,132791.04,12966.97,RTGS,,2,Tablet,1,2,27,21.19,738.0,Home City,64.51,No,No,No
TXN_139277,CUST_37629,29,Male,Student,Tier-1,287309.29,2701.91,NEFT,Luxury,2,iPhone,2,1,7,42.21,605.0,Home City,44.53,No,No,No
TXN_136274,CUST_5151,26,Female,Student,Tier-1,108917.0,1192.56,Debit Card,Utilities,4,Android,2,1,5,24.73,764.0,Different City,52.16,No,Yes,Yes
TXN_138475,CUST_77921,59,Male,Business,Tier-1,59546.82,8285.1,RTGS,Retail,15,iPhone,1,1,5,24.44,752.0,Home City,51.8,No,No,No
TXN_117541,CUST_27504,36,Male,Student,Tier-1,143872.46,6894.3,Debit Card,Retail,19,Android,0,1,44,11.38,815.0,Home City,53.45,No,No,No
TXN_115243,CUST_90600,64,Female,Salaried,Tier-1,120806.26,416.26,Wallet,Travel,12,iPhone,0,0,13,34.34,760.0,International,32.99,No,No,No
TXN_119591,CUST_97402,69,Female,Government,Tier-1,196776.37,174.11,RTGS,Healthcare,19,iPhone,1,0,49,18.26,735.0,Home City,22.97,No,Yes,No
TXN_119625,CUST_60761,30,Male,Self-Employed,Tier-1,67679.67,19172.07,Debit Card,Food,20,Desktop,3,0,20,23.62,662.0,Home City,36.97,No,No,No
TXN_117410,CUST_72089,26,Male,Retired,Tier-1,108399.14,12122.96,Wallet,Retail,16,Tablet,1,0,36,26.75,734.0,Home City,22.9,No,Yes,No
TXN_109127,CUST_3299,30,Female,Business,Tier-3,109161.47,4139.43,Credit Card,Retail,21,Desktop,0,1,33,18.2,638.0,Different City,29.03,No,Yes,No
TXN_126359,CUST_77916,56,Female,Salaried,Tier-2,35150.59,1859.82,RTGS,Electronics,19,Tablet,3,0,11,27.96,754.0,Home City,62.81,No,No,Yes
TXN_117182,CUST_55668,36,Female,Retired,Tier-1,73976.31,14635.97,UPI,Travel,19,Tablet,1,1,55,22.22,659.0,Different City,56.71,No,No,No
TXN_129025,CUST_82508,49,Male,Self-Employed,Tier-2,164382.58,11438.28,NEFT,Utilities,19,iPhone,1,0,6,44.56,769.0,Home City,1.0,No,No,No
TXN_102745,CUST_14133,45,Male,Government,Tier-3,194538.6,30957.61,RTGS,Healthcare,21,Android,2,1,46,36.1,688.0,Home City,28.64,No,No,No
TXN_112836,CUST_96787,39,Male,Salaried,Tier-2,86401.31,2333.98,Credit Card,,7,iPhone,2,0,55,38.73,893.0,Different City,22.44,No,No,Yes
TXN_135378,CUST_9052,64,Female,Government,Tier-2,142926.54,13258.12,Credit Card,Electronics,19,Tablet,1,0,57,27.3,820.0,Home City,36.46,No,No,No
TXN_113685,CUST_54383,44,Female,Government,Tier-2,248766.28,23094.62,Credit Card,Food,20,Desktop,2,0,47,17.58,777.0,Home City,22.2,No,Yes,No
TXN_116809,CUST_63068,21,Female,Salaried,Tier-3,60951.4,7399.42,RTGS,Food,17,Android,1,0,48,30.45,713.0,Different City,40.77,No,No,No
TXN_134938,CUST_62436,18,Female,Salaried,Tier-3,140410.16,6862.75,UPI,Electronics,9,Desktop,2,1,46,28.89,720.0,Home City,66.33,No,Yes,No
TXN_129189,CUST_18555,44,Male,Self-Employed,Tier-1,128423.4,9710.05,Wallet,Luxury,15,Android,2,0,48,25.46,752.0,Home City,8.1,No,No,No
TXN_119776,CUST_80641,49,Female,Retired,Tier-1,136905.24,7664.28,RTGS,Food,3,Tablet,2,0,49,36.47,648.0,Home City,29.23,Yes,Yes,No
TXN_118209,CUST_47748,48,Male,Salaried,Tier-1,263085.24,19013.44,RTGS,Luxury,11,Desktop,1,1,51,35.28,734.0,Home City,62.34,No,No,Yes
TXN_124059,CUST_35217,21,Female,Government,Tier-2,185153.26,9468.8,UPI,Travel,14,Android,0,0,57,39.47,626.0,Different City,90.56,No,No,No
TXN_125233,CUST_49504,24,Male,Business,Tier-1,260234.83,2950.41,UPI,Electronics,20,Android,0,0,28,20.56,650.0,Different City,11.98,No,No,No
TXN_106492,CUST_83799,33,Female,Retired,Tier-3,56373.53,4620.48,NEFT,Luxury,1,iPhone,2,1,28,28.98,606.0,Home City,38.59,Yes,No,No
TXN_111489,CUST_33771,53,Female,Retired,Tier-3,5000.0,,RTGS,Travel,1,iPhone,2,1,11,41.05,636.0,Home City,23.94,No,No,No
TXN_113593,CUST_34823,30,Female,Government,Tier-3,197260.47,25120.61,Debit Card,Utilities,21,iPhone,1,1,50,56.33,732.0,Home City,33.72,No,No,No
TXN_103337,CUST_4883,25,Male,Business,Tier-2,193856.73,11993.17,RTGS,Retail,13,iPhone,2,0,2,36.37,611.0,Home City,49.39,No,No,No
TXN_121778,CUST_27717,53,Female,Salaried,Tier-1,108528.65,34437.26,Debit Card,Healthcare,23,Tablet,0,0,23,34.46,793.0,Home City,47.05,No,No,Yes
TXN_138126,CUST_23388,24,Female,Government,Tier-2,192876.75,3971.05,Debit Card,Retail,18,Desktop,0,0,25,40.71,716.0,Home City,31.6,No,No,No
TXN_107852,CUST_92566,27,Female,Retired,Tier-2,27179.87,9752.13,UPI,Healthcare,12,iPhone,0,1,24,7.31,789.0,Home City,34.98,No,No,No
TXN_134787,CUST_60267,69,Female,Student,Tier-1,125318.48,7320.02,Credit Card,Retail,4,Desktop,0,2,28,42.34,808.0,Home City,49.79,Yes,No,No
TXN_107744,CUST_64369,64,Male,Business,Tier-1,129374.38,17525.54,RTGS,Retail,2,Tablet,1,0,56,37.75,741.0,Home City,52.88,No,No,Yes
TXN_135195,CUST_18169,27,Male,Government,Tier-1,146823.07,25345.05,NEFT,Food,14,Desktop,2,1,24,46.74,730.0,Home City,51.89,Yes,No,No
TXN_119749,CUST_77380,74,Female,Student,Tier-1,46366.58,13855.78,NEFT,Utilities,12,Tablet,0,1,17,19.87,824.0,Different City,45.67,No,Yes,Yes
TXN_113616,CUST_80309,19,Female,Business,Tier-1,148956.99,6447.68,Wallet,Travel,1,iPhone,4,0,11,46.62,602.0,Different City,46.55,No,Yes,Yes
TXN_136253,CUST_67570,48,Male,Salaried,Tier-1,197087.95,16253.07,Wallet,,12,iPhone,3,1,59,22.82,724.0,Different City,42.34,No,No,Yes
TXN_121534,CUST_82912,35,Female,Student,Tier-1,28672.61,8279.86,credit card,Electronics,15,Android,1,3,45,57.34,678.0,Home City,52.08,No,No,No
TXN_121225,CUST_88591,24,Female,Business,Tier-1,231046.22,7529.82,credit card,Travel,0,iPhone,2,1,50,45.67,678.0,Home City,46.44,Yes,No,No
TXN_106572,CUST_63410,63,Female,Government,Tier-2,96108.32,24844.85,Credit Card,Retail,12,Tablet,4,1,38,25.07,705.0,Home City,,No,No,No
TXN_135517,CUST_90301,54,Male,Government,Tier-3,145244.73,,Wallet,Utilities,4,Tablet,3,2,59,33.81,597.0,Home City,36.0,No,No,Yes
TXN_121216,CUST_42936,72,Female,Self-Employed,Tier-2,24694.96,11639.3,NEFT,Travel,6,Tablet,1,2,28,47.49,698.0,Home City,20.02,No,No,No
TXN_117416,CUST_75623,42,Female,Retired,Tier-2,180645.45,13319.65,Wallet,Luxury,22,Desktop,3,0,59,41.32,643.0,Home City,3.13,No,No,No
TXN_106139,CUST_55162,63,Female,Self-Employed,Tier-2,269196.37,23922.6,Credit Card,Utilities,15,Desktop,2,0,58,60.29,714.0,Home City,23.7,No,No,Yes
TXN_130093,CUST_30764,25,Female,Business,Tier-1,185134.44,7745.89,Credit Card,Healthcare,6,iPhone,1,0,48,41.18,681.0,Home City,10.95,No,No,No
TXN_127317,CUST_91735,59,Female,Student,Tier-2,80041.97,4831.27,NEFT,Food,19,Desktop,1,0,47,51.54,709.0,Home City,,No,No,No
TXN_138874,CUST_43748,29,Female,Student,Tier-1,172703.85,7547.88,Wallet,Electronics,6,Android,2,1,47,39.19,,Home City,52.74,No,No,Yes
TXN_112454,CUST_40203,37,Female,Business,Tier-2,61990.28,5842.73,NEFT,Luxury,7,Tablet,3,1,35,26.91,797.0,Home City,27.35,No,No,No
TXN_104537,CUST_56004,25,Female,Government,tier-1,331105.81,5891.65,Debit Card,Retail,19,Tablet,0,1,33,28.53,656.0,Home City,56.83,No,No,Yes
TXN_125176,CUST_83756,43,Female,Government,Tier-1,165587.02,16658.83,Credit Card,Food,15,Desktop,2,0,57,54.51,666.0,Different City,8.66,No,No,No
TXN_124508,CUST_33591,20,Male,Student,tier-1,159407.61,,UPI,Luxury,9,Android,0,0,20,56.6,765.0,Home City,48.84,No,No,No
TXN_117527,CUST_74831,56,Female,Self-Employed,Tier-1,198592.06,1884.19,Wallet,Food,13,Tablet,1,0,14,26.81,589.0,Home City,23.09,No,No,No
TXN_125386,CUST_13045,44,Male,Business,Tier-1,114277.55,5426.95,RTGS,Healthcare,18,iPhone,4,0,39,51.97,672.0,Home City,33.23,Yes,No,No
TXN_101452,CUST_84695,61,Female,Business,Tier-1,36350.68,8722.26,UPI,Retail,16,Tablet,1,0,8,23.18,,Different City,70.58,No,No,No
TXN_113065,CUST_84009,33,Male,Salaried,Tier-2,244612.93,2590.61,Credit Card,Food,14,Tablet,2,0,31,29.48,608.0,Home City,1.0,No,No,No
TXN_115023,CUST_19355,68,Male,Government,Tier-2,89888.62,14545.22,NEFT,Retail,18,Android,1,0,23,30.98,584.0,Home City,21.85,No,No,No
TXN_115207,CUST_74905,45,Male,Student,Tier-2,85994.98,336.18,Debit Card,Luxury,7,iPhone,3,3,9,66.17,726.0,Home City,62.91,No,No,No
TXN_105058,CUST_9557,46,Female,Business,Tier-1,5000.0,14058.72,UPI,Travel,0,Desktop,1,0,11,43.33,782.0,Home City,58.34,No,No,No
TXN_107184,CUST_92104,21,Female,Student,Tier-2,230827.93,4602.55,UPI,Retail,9,Tablet,1,0,46,39.63,529.0,Home City,33.15,No,No,No
TXN_116970,CUST_29974,22,Female,Self-Employed,Tier-1,66802.9,632.57,Credit Card,Travel,3,Tablet,1,0,35,32.76,836.0,Home City,8.47,No,No,No
TXN_112709,CUST_80291,32,Female,Retired,Tier-1,198781.55,5355.74,RTGS,Healthcare,9,Desktop,1,0,52,50.07,838.0,Different City,41.95,No,No,No
TXN_135659,CUST_35867,60,Male,Student,Tier-1,51586.95,17324.53,Debit Card,Food,17,Desktop,1,0,11,45.86,,Home City,60.01,No,No,Yes
TXN_101485,CUST_49629,49,Female,Salaried,Tier-1,115475.52,2888.55,Wallet,Food,14,Desktop,0,0,49,37.69,759.0,Home City,71.55,No,No,Yes
TXN_121697,CUST_26056,30,Female,Government,Tier-1,200371.66,7692.79,Wallet,Food,14,iPhone,2,1,15,49.64,611.0,Home City,21.31,No,No,No
TXN_129572,CUST_43611,30,Female,Student,Tier-2,43754.82,12317.28,Wallet,Retail,7,Android,0,1,55,38.44,578.0,Home City,51.09,No,No,No
TXN_132432,CUST_28568,29,Female,Business,Tier-3,189648.31,15139.85,Credit Card,Gaming,17,Android,0,0,20,32.0,587.0,Home City,26.9,No,No,No
TXN_122405,CUST_92382,35,Female,Student,Tier-1,89941.33,102992.42,Wallet,Food,10,Android,1,0,9,52.26,693.0,Different City,24.65,No,No,No
TXN_115145,CUST_82981,31,Male,Self-Employed,Tier-2,206570.53,5236.63,Credit Card,Utilities,21,iPhone,1,1,51,44.39,658.0,Home City,35.41,No,No,No
TXN_122843,CUST_4860,68,Female,Self-Employed,Tier-3,118871.76,8227.63,UPI,Healthcare,13,Android,1,0,31,28.27,773.0,Home City,30.32,No,No,No
TXN_133373,CUST_31395,53,Male,Self-Employed,Tier-1,86036.39,1078.64,RTGS,Utilities,0,Android,1,0,43,39.79,764.0,Home City,58.45,No,Yes,No
TXN_101414,CUST_18322,38,Female,Salaried,Tier-1,5000.0,11923.17,UPI,Luxury,11,Android,0,0,21,27.57,716.0,Home City,31.91,Yes,Yes,Yes
TXN_122206,CUST_24032,33,Female,Student,tier-1,134898.68,1386.68,Wallet,Electronics,19,Android,0,0,30,11.55,818.0,International,46.15,No,No,Yes
TXN_139049,CUST_4329,28,Male,Self-Employed,Tier-2,181702.29,14041.05,Credit Card,Travel,23,Desktop,1,0,57,23.99,749.0,Home City,72.1,No,No,No
TXN_129688,CUST_20767,35,Female,Salaried,Tier-2,174407.28,6068.18,Credit Card,Gaming,10,iPhone,1,1,44,29.36,713.0,Home City,32.18,No,No,No
TXN_135198,CUST_40473,42,Female,Salaried,Tier-1,256676.08,5504.04,UPI,Healthcare,0,iPhone,0,0,17,48.62,611.0,Home City,75.8,No,No,Yes
TXN_106613,CUST_62498,57,Male,Government,Tier-3,56834.27,21890.23,UPI,Travel,21,Android,0,0,11,47.89,780.0,Home City,26.57,Yes,No,No
TXN_107690,CUST_73768,48,Male,Salaried,Tier-2,287743.79,36798.76,UPI,Healthcare,15,Android,2,0,25,45.48,751.0,Home City,6.98,No,No,No
TXN_135214,CUST_92623,69,Female,Self-Employed,Tier-2,226259.38,34949.25,RTGS,Healthcare,0,Desktop,1,1,11,18.16,846.0,Home City,2.67,Yes,No,No
TXN_127690,CUST_77395,36,Male,Government,Tier-1,75881.04,18370.51,credit card,Gaming,2,iPhone,0,0,20,57.74,767.0,Different City,31.09,No,No,No
TXN_102114,CUST_72932,23,Male,Salaried,Tier-1,159918.23,6341.4,NEFT,Electronics,11,Android,1,1,57,28.99,892.0,Different City,53.05,No,No,No
TXN_136669,CUST_50451,52,Female,Self-Employed,Tier-3,215372.95,16739.63,UPI,Food,6,Tablet,1,1,36,28.98,708.0,Home City,69.64,No,No,No
TXN_110821,CUST_58280,51,Male,Government,Tier-2,66537.92,2208.67,UPI,Retail,6,Tablet,1,0,36,29.76,697.0,Home City,25.28,No,No,No
TXN_125372,CUST_19083,62,Female,Salaried,Tier-2,160267.76,11352.83,UPI,Electronics,20,iPhone,0,1,18,24.26,847.0,Home City,46.74,No,No,No
TXN_123585,CUST_69921,71,Male,Business,Tier-2,42767.37,27411.25,UPI,Travel,2,iPhone,3,0,52,27.0,641.0,Home City,59.44,No,No,No
TXN_130899,CUST_37881,52,Female,Government,Tier-1,89552.98,1687.47,Credit Card,Gaming,19,Android,1,0,55,28.68,698.0,Different City,43.43,No,No,No
TXN_126397,CUST_41153,28,Female,Retired,Tier-3,210815.57,21799.52,NEFT,Utilities,10,Tablet,0,0,45,56.52,836.0,Home City,9.18,No,No,No
TXN_100698,CUST_36614,26,Male,Salaried,Tier-1,102873.64,232.38,Wallet,Healthcare,8,Android,1,1,38,51.44,783.0,Home City,40.38,Yes,No,No
TXN_139843,CUST_17035,33,Male,Self-Employed,Tier-1,61578.28,37413.01,Wallet,Electronics,14,Android,1,0,32,36.72,763.0,Home City,50.03,No,Yes,Yes
TXN_139414,CUST_74223,18,Male,Government,Tier-2,81062.19,12034.49,credit card,Food,5,Desktop,1,0,5,44.41,613.0,Home City,16.3,No,No,No
TXN_127528,CUST_40589,18,Female,Salaried,Tier-2,111080.54,16584.45,Debit Card,Luxury,17,Android,1,0,21,41.86,485.0,Home City,26.54,No,No,Yes
TXN_137159,CUST_63419,64,Female,Self-Employed,Tier-3,235233.2,6678.87,Wallet,Luxury,11,iPhone,1,1,23,25.53,707.0,Home City,64.81,No,No,Yes
TXN_124297,CUST_39353,65,Male,Self-Employed,Tier-2,260655.96,10583.51,Credit Card,Healthcare,0,iPhone,0,1,17,38.91,739.0,Home City,23.46,No,No,No
TXN_136420,CUST_40903,61,Female,Business,Tier-2,126167.34,32874.81,Debit Card,Retail,6,Desktop,1,2,37,23.9,642.0,Home City,59.29,No,Yes,No
TXN_108765,CUST_56823,53,Female,Business,Tier-1,8046.59,12966.39,NEFT,Utilities,10,iPhone,4,0,12,52.99,629.0,Home City,,No,No,No
TXN_125351,CUST_11310,21,Female,Salaried,Tier-2,206284.34,10267.68,Wallet,Healthcare,0,Desktop,0,0,10,34.3,577.0,Home City,1.0,Yes,Yes,No
TXN_130394,CUST_8977,62,Male,Student,Tier-2,140266.47,2127.24,Debit Card,Luxury,4,iPhone,3,3,34,28.15,664.0,Home City,24.77,No,No,Yes
TXN_108519,CUST_6334,18,Male,Student,Tier-1,23239.13,1864.69,UPI,Travel,14,Desktop,0,0,42,55.4,667.0,Different City,1.0,No,Yes,No
TXN_121458,CUST_3389,22,Female,Self-Employed,Tier-3,287783.78,8588.76,Credit Card,Travel,3,Tablet,3,1,46,29.53,757.0,International,9.54,No,No,Yes
TXN_120430,CUST_9248,27,Female,Self-Employed,Tier-2,103776.68,16228.21,Debit Card,Healthcare,20,iPhone,1,0,44,12.24,766.0,International,51.02,No,Yes,Yes
TXN_117082,CUST_65858,74,Female,Salaried,Tier-3,79181.62,7217.01,RTGS,Healthcare,9,Tablet,1,1,50,35.63,814.0,Home City,39.52,No,No,No
TXN_118494,CUST_60259,73,Male,Student,Tier-2,29652.56,24749.08,NEFT,Gaming,17,iPhone,2,2,20,39.52,695.0,Home City,55.53,No,No,No
TXN_116145,CUST_36146,69,Female,Student,Tier-2,134816.45,2895.96,Debit Card,Travel,13,Desktop,1,1,45,30.56,678.0,Home City,3.91,No,No,No
TXN_105483,CUST_56363,24,Female,Self-Employed,Tier-2,120908.96,2713.67,NEFT,Gaming,12,Android,1,0,42,53.22,649.0,Home City,1.0,No,No,No
TXN_124930,CUST_66989,59,Female,Retired,Tier-2,5000.0,33294.9,Debit Card,Healthcare,19,iPhone,2,3,31,9.1,656.0,Home City,2.57,No,No,No
TXN_139909,CUST_11392,22,Male,Government,Tier-2,148958.01,6379.75,NEFT,Healthcare,16,Desktop,3,0,39,39.26,773.0,Different City,7.8,No,No,No
TXN_129044,CUST_92024,52,Female,Retired,Tier-1,97378.85,24706.68,Credit Card,Food,7,Android,0,1,50,29.73,875.0,Home City,82.38,No,No,Yes
TXN_116571,CUST_73300,60,Male,Salaried,Tier-3,241989.07,4796.68,UPI,Electronics,0,Tablet,1,2,15,43.88,694.0,Different City,43.02,No,Yes,No
TXN_109392,CUST_80058,34,Female,Business,Tier-1,386830.52,27876.33,UPI,Electronics,4,Tablet,1,0,7,17.56,529.0,Home City,22.81,No,No,Yes
TXN_113206,CUST_1471,20,Male,Government,Tier-1,75286.4,29928.84,Debit Card,Gaming,4,Android,2,0,51,32.37,663.0,Home City,44.11,No,No,Yes
TXN_110964,CUST_43157,31,Male,Retired,Tier-1,5000.0,15714.74,RTGS,Retail,8,iPhone,0,1,13,27.99,729.0,Different City,15.07,No,Yes,No
TXN_105730,CUST_87602,51,Male,Student,Tier-2,142771.73,36583.84,Credit Card,Gaming,12,Android,2,1,46,9.47,753.0,Different City,52.37,No,No,Yes
TXN_122838,CUST_41729,45,Female,Government,Tier-2,132998.03,4991.39,Debit Card,Retail,6,Desktop,1,0,57,29.64,741.0,Home City,78.05,No,Yes,No
TXN_119760,CUST_28889,67,Male,Business,Tier-1,205031.0,79572.4,RTGS,Luxury,17,Tablet,3,1,39,42.12,817.0,Home City,38.63,No,Yes,No
TXN_114308,CUST_9681,48,Female,Retired,Tier-3,83196.62,29108.45,UPI,Gaming,19,Android,2,1,2,34.14,681.0,Home City,6.57,No,No,No
TXN_116106,CUST_74813,39,Male,Salaried,Tier-2,228066.79,13102.91,Wallet,Luxury,22,iPhone,1,2,54,13.72,529.0,Home City,40.02,No,No,Yes
TXN_129365,CUST_94894,40,Female,Student,Tier-2,212375.98,178.83,NEFT,Food,5,Android,2,1,33,33.67,,International,40.04,No,No,Yes
TXN_111480,CUST_10351,34,Female,Business,Tier-2,131521.09,33681.31,Wallet,Food,14,iPhone,0,1,6,32.37,900.0,Home City,63.31,No,No,No
TXN_110153,CUST_49265,22,Male,Government,Tier-2,237332.42,1745.29,Credit Card,Food,13,Tablet,1,1,50,28.98,,Home City,78.14,Yes,No,No
TXN_136393,CUST_48641,64,Female,Business,Tier-3,135588.62,25398.04,Debit Card,Utilities,7,iPhone,2,1,23,23.13,900.0,Home City,68.67,No,No,No
TXN_112859,CUST_97859,72,Male,Retired,Tier-2,149153.08,,NEFT,Healthcare,18,Android,2,1,59,16.58,776.0,International,5.86,No,No,No
TXN_133851,CUST_31422,54,Male,Self-Employed,Tier-2,120903.0,1318.87,Wallet,Electronics,17,iPhone,1,1,13,63.2,900.0,Home City,26.3,No,No,No
TXN_106449,CUST_22409,35,Male,Business,Tier-1,43663.04,22447.22,Credit Card,Food,23,Desktop,1,0,26,29.78,651.0,Home City,32.12,No,No,No
TXN_122988,CUST_76161,55,Female,Self-Employed,Tier-1,148703.9,202.36,UPI,Electronics,14,Android,2,2,8,8.35,740.0,Home City,37.73,No,No,No
TXN_118348,CUST_71550,70,Female,Salaried,Tier-1,189253.48,16623.16,Wallet,Food,2,Tablet,1,0,18,48.53,795.0,Home City,27.5,No,Yes,No
TXN_116318,CUST_58630,27,Male,Government,Tier-1,40748.13,19562.3,NEFT,Electronics,22,Tablet,2,0,22,28.96,652.0,Home City,27.96,No,Yes,Yes
TXN_136325,CUST_74281,42,Female,Business,Tier-2,45333.89,9306.59,NEFT,Luxury,18,iPhone,3,0,8,5.51,629.0,Home City,32.99,No,No,No
