income,credit_limit,txn_frequency,spend
37736.8957354813,15300.164575656594,31,34799.60751087816
31294.8643859694,26213.95111125365,16,51071.30633813266
76906.30811510475,25499.98009881529,22,65139.69623651034
38910.34810630163,15614.62287600798,23,39495.7260716084
14581.211908012723,16233.649711277842,21,41974.86651044379
39182.6884006178,28768.783345040938,13,56521.96900075207
39855.94307111492,12849.660991666424,9,28619.249373745166
80294.51509855696,20217.146362158604,21,68751.2762340874
58252.15207590164,27328.287735412552,16,58768.141743238164
46812.695384144055,15359.344070868243,16,40579.26323048869
39651.50691666253,11948.242623874168,17,29690.181960832502
60244.84232909593,17211.216382904237,12,44696.56075904733
65776.519386059,18564.68333513,24,55920.738946796606
57457.150115265125,20728.545214829555,9,51222.72970146439
63814.617064834856,20481.442648519842,31,53770.688375321624
73252.50286867032,21859.971410949012,15,58748.08333791951
51407.46578190316,6797.473187767937,22,37316.56282328403
42388.22612815608,20191.085775942254,22,43376.924163056676
43556.81851797592,16281.996859084196,17,44411.52092604733
68793.72889088065,26443.671051627454,27,59346.27988226652
60945.33062492775,23645.194761447467,16,52655.599325249364
52232.22261852427,24791.48053132548,25,58753.53666708594
41883.10062795296,24889.242973965072,25,52749.903667885206
37873.47474177097,20645.93597291473,24,55289.37465612357
50009.40186704714,17579.44847412574,21,49881.84337631225
35021.749068568824,19156.848421350645,17,47372.93490446978
46586.47167859588,24605.228856463047,18,64685.45776575891
67896.71647176155,18481.03122032078,20,48328.897607176455
48038.01728993982,20342.29221554814,33,46862.01759878717
46430.861004290186,19450.199777067613,19,48711.881477544666
52139.143136977684,18621.93518342597,25,49219.9762396812
64491.97562951409,26221.30131640686,16,62652.114864453244
77047.92107362427,17323.789283342863,14,49868.75640180541
32640.675086638283,14341.737468269006,26,32347.028921197685
68044.68500777037,23354.48454070894,15,57442.84605055713
62022.00392565603,19212.103481120495,25,49634.93537040317
31486.75816423147,17070.387274070574,24,45404.39134327262
35345.13370893359,17560.297665458584,18,40646.54142961931
64351.38710200129,18206.8849034372,15,55207.20636616415
58310.80702615938,16292.592585313652,15,40224.395450114025
23991.564807797287,27772.834764417614,21,53474.516096638145
37535.4118811104,25447.087463329044,25,51178.03933607203
57998.45730146759,13543.256607453972,18,40118.81515510376
63927.699517974084,16881.36754805331,16,52592.016423109715
55978.43221981155,18172.481223018436,18,55069.350637894764
18471.48981740663,8305.948795485214,23,29391.295039302764
39191.76277347321,16618.209597911627,22,36673.72828002093
35323.073611160966,22328.900048089774,23,52457.269155813614
60381.885288750665,18903.41303534375,21,46521.11863666376
43002.8435365858,26352.862467372663,19,60149.22307178836
58011.591590137374,21996.227981601034,21,48944.60146284493
52574.999618686044,27001.57387947972,15,60903.36247147272
32464.754245787273,23303.167685280474,21,44391.5740809957
63239.327027436695,19275.519953995812,25,57887.55439361849
67470.20906260896,14852.742896118709,23,42226.873013598764
64007.085755944616,14126.918256559073,16,45747.02287566212
53249.33522278903,21538.017262409812,17,54956.255322540885
48596.529563397555,24571.531570089053,18,52260.6970254374
40832.29840873106,20712.441435078596,24,45965.096281697064
68988.61191453548,22215.278100390326,27,60985.77057711827
74274.80905899654,23410.701165937102,12,64283.23758349911
40117.71720518179,17973.686108534206,27,52660.48287630056
33670.43170370804,22354.515232936243,18,51880.6712131638
34361.64643831598,22683.195618646903,16,52963.599303588664
35558.65382043704,14450.479560657732,20,38886.24435914572
54939.30349946928,20822.92288265217,13,49550.11885593569
30246.134101793235,22076.41151306426,18,48190.85033874153
41597.57402569731,21858.247100684483,14,48109.15076163753
42019.89522254711,21362.96171656996,16,50500.696498177174
52605.42383339162,23920.28331300255,14,42886.76207779249
46922.5167414961,30994.478327887424,22,72471.18212431161
56716.713026686964,20971.00117702161,22,62848.70487907191
48265.599688086724,27908.94464229601,22,54445.718822460534
53007.53621841364,11509.120720408486,18,41532.17485467181
78986.5807909658,20713.21496450825,23,64952.70634320481
52047.796125127505,12118.62195899916,25,39733.01760590078
54029.51664439633,17469.55172137206,18,36018.3678008147
86328.16056486755,28442.177797781464,19,70966.95368768388
47747.75848876476,24009.233458563172,18,50541.62201694472
72024.20529059619,20542.985179498566,27,65321.58290156737
68440.64008254095,25714.116977097503,18,62642.74056237082
35926.4885076777,21260.602433339678,16,47466.22710270598
52225.50789997612,18008.96234290506,17,50253.43950369844
59598.53706444327,11502.026711246628,9,36142.02489819738
64118.64209471046,22122.373090053803,19,52905.19171900724
38165.52152493628,15176.351480114106,18,42104.569637550434
38118.976221410885,19942.241993418764,20,46800.04033940846
63348.15841510652,19435.080400213377,15,50071.745127822505
34832.50042632289,18106.413235687207,24,39722.79460988349
45126.45845016661,21602.979080620902,21,38853.97316160818
28612.420882034367,29020.480588466642,21,63080.261706739526
37538.02243941747,20833.96997410127,18,51238.16589270977
46336.05635336757,19567.315317270448,19,56879.80107252972
47898.21392446445,18875.201459186446,27,54869.869704286175
52142.3596438167,20105.063689917246,22,55065.74474294142
48024.6668367376,25302.845075241792,15,57301.79327496527
63617.09291430346,3192.3742698121096,20,24447.410187447815
68682.99356494128,18699.234640146133,19,55937.37050099313
39531.630755792525,8344.127495003131,19,28279.66303247794
24889.947718735537,17613.453927753533,21,45261.03309031649
56284.30882150782,20274.667152467646,12,50274.672489906785
65321.94771189586,25054.63308317159,20,61267.12138523073
38357.51570918854,23859.263896867036,20,46940.10571258331
45400.8188331636,26731.244645269828,18,63800.12926584216
64546.143124584254,18244.069858317245,15,45491.43827354821
66628.83208874222,15408.470508807492,28,51969.19276789576
57043.695457302645,17062.138611541617,28,55067.98157898475
50563.334347511875,23219.895695295458,17,53686.2227089539
42727.43160353809,26979.004297078758,24,59560.467858499804
53335.90146914505,22145.03680301189,26,47348.71431310222
51298.738052865745,17554.165083504406,23,39634.265638528865
59954.106368606204,13109.189654333994,15,34844.0018827278
56055.3210067248,18821.822202696465,27,54793.198784415676
29271.256442776277,23396.445026262805,22,43441.90579790488
47863.3468260935,13690.972618136897,19,43273.91665047295
69593.3011528231,29986.84203052595,20,63627.849137953905
13998.504883487818,18989.62297004652,26,37396.68457016827
29812.956724733212,25022.208693933462,12,45867.982403320406
34938.82953977841,14642.257677323742,20,34870.08219379145
59945.07339316907,17691.586053947663,17,54526.13221289986
42513.54635339256,26642.988406029945,20,46089.743446576496
51751.48665860608,14093.445710986169,16,47550.796828962804
57413.06188362721,22752.645692374514,16,56868.52815411287
57316.84793921598,15654.868343246322,15,37717.30562561519
40073.235560695495,15434.217750312513,17,42539.94661258062
45267.32051576189,19614.899782249955,20,44212.87085977485
47014.63737165967,16693.874850503205,24,42875.87236097765
74831.48781007351,21532.182832424605,26,67079.61921242085
46809.85300147526,18816.5800038717,15,38994.370678856285
59253.00347048391,16325.745487081062,15,44829.528149088816
60737.20989961043,19063.755677312904,23,55208.169045502764
66432.23822536043,27601.640746245543,21,61796.57823464584
63233.09015744623,15328.042129958645,20,36301.18548902871
50846.93158176186,14650.105529600041,16,35749.342307910105
57410.47859750667,15046.76015416134,18,45763.42812317531
87365.93409698087,15166.880096973968,17,41342.87999055226
38923.68760434828,15415.63674583094,20,28873.759024483636
42427.6019030635,13350.322710187724,21,38933.74195408632
32749.481172537122,24402.64359192259,16,44143.32363464783
52801.99361289548,20872.19356252808,14,54939.11219793651
43052.31656603301,19754.05454909288,16,48392.61455220259
34098.25330459283,32004.978376591665,20,60362.368131774165
50113.16901993662,22960.988528768103,18,56837.055659483696
29486.325224382388,37770.248748742364,17,69480.11513291008
68863.6417498399,26466.837196011355,17,63507.51145561355
65608.4013995457,13928.940480246278,17,45429.12812408387
76485.87827470739,13331.042337481127,19,45171.87010524792
89825.34621316605,17423.656907691617,14,57603.856344774045
25571.875551021025,18233.721412755716,25,33383.34626857621
47584.48034704658,26385.132233123004,13,67699.3376212928
69386.15504724464,17942.836192181734,22,57564.340599651245
69042.16321932156,19445.605256939114,12,54298.18129875641
62898.1287759668,14161.690133079155,21,50023.4869876943
34296.386365481594,23306.121193820156,15,54097.252414820665
54204.05672910017,25489.94440648743,25,59302.13119587169
65891.50314146027,23872.49140013377,18,55043.62018578755
44831.85220731183,20651.178510055244,17,41628.75572121557
38557.254417348624,25125.699321558164,21,57516.61559726458
45868.882995318156,22670.647145575847,21,59250.585978470364
41502.500574442936,23948.529477365722,13,48359.41715368732
54083.92834249476,16092.023436584761,20,46131.59885380784
28465.61467434128,18540.17215317395,23,46706.078862946815
74624.12045120874,23100.832516867333,14,63598.15896465241
41545.64760142389,17679.804991696652,15,44964.611427016105
34797.646311381235,30194.022856457243,17,70818.365047554
43969.87079344963,22119.41873534262,15,47554.615994463646
54049.47186036061,22876.045455291816,25,55275.86880082624
26651.699148500902,25269.805201045663,15,44657.73661077333
41403.657741408424,21349.973484849957,19,42751.25537618763
49057.55769564148,22356.641074315834,18,53081.95277868968
39890.625871999895,17115.56959805698,25,36711.61584727054
35574.049156929104,18314.656195084874,20,30947.726756826578
64212.17932177421,19983.799367369284,11,49113.08293148745
63899.6337352536,14521.673905141488,24,44490.68862356743
63665.890777591194,28055.529506176597,23,71642.6764856584
58496.089461241325,14303.075948348862,22,35437.01164793197
32166.466594775407,14629.009153366611,20,29046.543725996882
49647.29785995849,20046.98456433657,22,46188.24471345091
70322.18686418963,22264.709152835738,24,57301.475340641395
31826.77163876819,16362.136618114444,16,30805.23526280613
35214.27577999555,17433.733779006212,22,41568.107413078214
54046.673181140046,18644.005663972872,20,49803.79485371899
61406.36862419928,20164.923172121365,18,44913.00183174196
60216.71133418319,23212.227584576496,15,58670.33551021721
54822.57398882913,16254.299783830296,18,47720.611095151624
34955.24245625181,17886.198500733248,29,36671.83252824165
57355.047991208325,21908.324368312056,19,60296.91873688744
40709.58527794925,25900.496209068177,12,58179.26921680111
55113.323547612854,24565.806469517745,13,52761.06876741714
48169.658415508246,21914.227123705285,21,47524.32121304262
45278.12100782263,9712.083889773508,24,24973.908557419112
84954.669964802,15627.489201372784,22,46136.241370208205
32226.513411855736,16079.736857815016,23,35710.2777196958
38939.980920973765,25071.034728940074,20,52392.25212625303
66029.26540048016,14692.817826234832,14,46611.39334644998
76130.07033241438,12319.919173985894,16,48876.761526727096
60039.04567650305,21944.824198572358,18,48971.936150359834
46585.68914252184,22483.035994988222,19,51340.430831692334
38143.66209731438,16225.117919317276,23,42970.82125033078
62937.11295411252,17790.683989752433,17,52523.16002262202
49881.24658409859,27994.729824303602,21,58163.35063735614
42168.83498213619,13118.606679359968,19,38496.74810347325
66051.40214836497,14802.529463710624,15,47692.73887747963
47749.5666565541,23057.845426942724,22,60668.78893691876
30303.319494906114,20576.175699654297,25,44540.71522713032
51786.67482349734,19664.291734169597,19,47936.18199694489
44808.478913323,12262.34040069945,25,33249.49674176133
35047.026396434696,15214.781892932784,11,30733.36112981292
54602.5022136429,18442.512011167066,16,45070.965479372506
56781.99259799081,29489.063683186847,29,60679.85077971482
12203.164097348359,17344.40142017506,28,32826.0405937741
66370.11095239507,12586.865398738548,16,35313.93973521832
65071.72304751677,17779.288866718794,16,42862.00029641599
48268.05211743749,16415.565346706244,12,36804.11425503797
38147.08378999117,22882.972569989997,21,52064.95417094377
58117.79134881418,6936.1018465554425,18,34464.95164997305
50038.66007779712,16601.713406685092,21,43626.17036526502
42020.674111114036,27137.550684571375,16,56765.84079282162
42348.84285849638,23114.831850149712,23,54846.63483129947
52662.70671123693,20315.654840378993,19,48084.26287251738
69915.9824289271,17213.522661114795,19,51593.89026868559
30267.0102652072,23372.66500962994,11,41464.38302145527
54657.93734535993,23188.92159233668,17,56612.079130081125
36688.89852639358,14384.149635991318,22,36149.530451527906
54771.43366499353,25491.609503501775,23,60716.3423110754
58639.99822933707,31168.80131011957,31,68812.07844979272
31485.427485475586,17993.433438041942,20,47187.63694988874
58583.72257359043,14948.91927154612,15,49384.08665025246
53876.8613501007,24017.035843519305,22,62911.70928350328
69560.52099570427,24659.911972488128,19,53332.62948954546
50330.554869717525,18688.45894305762,22,49382.68673698809
54285.35648255613,13995.931210761828,18,49164.83104814593
56413.41955849121,22175.088756686342,22,54853.18217314286
71283.38541034679,5480.577219012064,15,34087.290614501806
22743.781528058447,20705.232470070765,17,42488.38768777917
26671.455900683784,4033.8799589265236,20,28844.44314281965
48460.023163095335,17870.72019384077,15,47871.37740424978
55449.38779862021,26032.372072060643,27,66257.31227781436
25162.94631835447,30777.852120028718,17,56858.15443837432
49057.3312904814,25251.820114479448,16,59021.86640337907
38694.85420678896,20841.104782545906,30,47119.64166337984
30600.083497424166,22404.251618297305,19,55613.67947009156
47398.97544394764,21150.22314083201,18,44830.41232638432
60678.8736842238,14848.305091028622,15,37679.16828981168
77752.74032988967,22115.481302908527,22,54761.665050393
81717.3160074715,18251.347150249443,23,58259.66158236693
68671.08535829591,23976.20543161164,30,72305.92024170446
54850.979791881065,25716.291851132955,18,58901.22430795386
48376.11036539122,17780.400867477343,18,56794.202340340045
52236.90918540161,19629.463235225332,16,55316.919831262516
52221.77703675188,21220.94823235209,26,55821.56801994386
66786.45391682006,21105.023049039955,18,49597.65308582414
73996.52337573316,31007.746427345282,22,77191.45148925754
32530.461199624744,18616.706357482795,22,53972.6493713387
45541.54657043563,10615.382891226534,22,39422.500976558236
64362.939510686425,18971.22988413376,32,59470.18143714551
48097.40086586883,29545.034329018108,16,57957.17941893073
43809.08683210386,22039.363782700446,11,50533.22517830126
67386.57033938932,20535.69417152428,25,64340.038146873456
42371.00715475959,13975.28582705664,18,40999.26921810971
59864.825971973194,19322.96712792901,19,44568.94249176301
45233.22600723782,27654.232839908993,26,62430.28897249957
83251.61626556897,25514.068015133373,17,66987.52898068323
68773.43264095264,27233.721198768526,17,63386.353405284885
45045.76535919128,13790.383745524861,27,42538.395092997955
54162.24502679401,23694.28745389369,12,51682.33350087465
58802.64005203113,9741.089164494993,24,39104.65030846903
43719.113423193405,19546.846680388473,19,44112.66911409546
45269.84747419612,21565.798709036822,25,48138.67745011689
62584.38703596845,25883.444436478043,21,57355.113021480036
49917.93954537017,24659.707249915074,29,56411.82423602988
28920.675023773623,26316.385967686776,25,54402.76726587516
58467.78806834875,27013.873939014065,22,64448.885530292915
64463.57185528858,19625.451834621927,18,50579.164341194555
45099.12851947382,13342.094354385259,22,41799.40950905024
38404.439082166085,22811.348860034654,28,62492.86499790643
69927.1764659361,24237.46491571204,21,67434.50453195209
52314.21018367131,17288.113986206674,12,43181.33019241104
48802.815426552464,20373.344197687515,27,50673.046189603076
48769.44698191398,23431.639297067606,17,58198.26996243368
71827.74361533581,27671.1571007523,25,68549.01953356883
53929.66299666988,12976.382894720446,20,43044.994719461654
56642.35469823756,26153.41172678399,23,59086.73251831957
47658.27516357909,19702.97970500473,15,54606.879338388026
50227.39605593866,19176.53715578216,17,47620.64457995436
45246.559152602626,26253.84907926048,17,57123.09939728981
57341.91257307353,17296.1112266926,20,52427.07240887723
33337.182095676,22682.212821840076,21,46890.719498441504
53505.905674725705,16541.935088200207,28,46152.99232051393
44507.285499559526,18962.856052857016,21,49656.878883513615
42294.42470896903,27377.23469101075,14,54398.504231844185
56693.49447451568,22125.014165818564,28,53581.03975283805
50009.426709537955,26408.58214169312,22,57327.137733331896
35101.06383980636,9754.483038570956,13,27176.002449393683
36727.49324890539,26596.37608054222,20,52067.630055753114
53012.73320734222,14884.873808621505,21,41077.65895317052
38261.306439326174,16858.442033064082,18,44093.66307910383
25142.408395865255,17701.028232198707,25,48020.276893588285
62356.33922603369,21884.41884910554,21,56439.547593122355
31433.001413158203,21963.05280266265,18,44928.917321615685
44655.23997899856,23063.895362487132,14,46492.34346802397
36255.13661943022,21876.346811698026,21,50230.86198440859
35858.95810512672,21949.309801684583,25,49998.84008293889
55102.132288353714,18474.95158725414,30,45670.097063451394
40166.93229437322,21135.967142950234,29,48922.96660245271
46649.2668153361,22197.17243645044,19,49592.51877678275
22823.427782099516,12917.696469637536,16,25968.061927568364
76246.1993922507,22666.001679826448,17,59096.963061874914
55372.112520242496,21105.819317358328,28,57911.5284737657
70945.15400038185,25270.35314201157,31,55825.35717640621
69163.06816096604,27534.681697988788,18,68105.95983334539
67813.8540628133,27825.14584285896,25,66068.29691633391
46285.584334346415,3961.43508418855,22,28861.964288269875
50687.82410387135,15678.751445203972,17,35553.53539934108
35054.265004215966,14911.76521493485,14,24620.222653971978
51319.47101541146,20158.729911296392,23,53664.56872067032
31335.270564922608,16703.244066454507,22,37545.916339776595
71189.3190564795,24879.795877774122,23,59606.01586057896
63451.79576494608,16640.31570073763,15,44390.530597192344
59342.816654079485,21025.083114314886,22,52948.328074347555
41578.92520425379,16081.725039981493,20,36382.28339820085
67521.61265772034,20668.860630734118,22,61377.091583113
26286.671604683357,7037.023687513241,23,19537.647122178867
48416.385297816276,16690.631571924838,16,44493.082137316494
52297.16458740718,11224.730783503783,24,44803.85189651577
74436.43095741943,25548.975441124698,19,64905.501093359155
30560.884376414622,20569.246476244807,20,43323.79665350733
70337.71996648374,19401.075017391737,17,57584.33260263572
67362.95660459172,18024.163562809757,20,46491.01872315237
68172.03935973643,19083.20288435615,26,55164.41436203009
41398.56636925305,25296.90578466053,28,60186.774103475705
56744.06331677153,20008.34242680373,25,61871.93537152857
63540.35449855751,18040.487937601207,24,64491.31331577144
54412.69563572631,11274.984961522825,16,29321.90881460399
55352.89324174788,17251.867349042946,17,41093.769357407386
57291.109555696814,19407.10964296922,20,53479.91906550661
40438.16231211339,21862.083476919484,22,48420.61402295743
40201.99066593558,22649.448812014016,12,44870.11054281171
61644.62693987625,23556.753919018032,21,55143.23190251428
40971.985602545516,19307.310695109263,24,53151.625737428556
54976.34043322984,15478.13813398283,18,47869.2599281179
30774.993736982236,19088.588014050554,17,44937.219823327156
46794.576894801976,15281.654184384082,21,40564.961915362495
72595.8774251042,10959.209621780154,16,38830.98496761718
53259.25375296806,22073.085716001562,37,59175.09366068609
67882.83867770643,10319.630713948814,27,41904.75092072876
75236.52901348934,14524.39480027314,21,42539.04047969391
63579.53234610144,19724.904703651406,17,54313.315260235446
56578.32147831016,28249.156376036757,22,69050.17654723306
48473.39337577201,16564.24247188039,21,34567.38861300294
46802.338500274855,9622.34070284466,24,34987.928703591926
45185.50105108902,19209.738157361437,25,53799.22848304246
66520.00656197958,19505.909732464243,22,54918.403773808335
53274.23360377053,15190.335831178149,15,44573.84539386079
62867.38323911255,18749.50069607991,16,43120.056034110086
74732.07758898861,16100.704094901244,24,52642.43453854207
78998.51754085248,21714.719383804426,20,56829.91697727479
60496.44785691862,16264.381391151805,15,50525.86064822582
60429.939384086276,16312.738217062433,12,41539.19891569173
47001.11545156027,23918.528624368344,19,52205.57096260573
64125.788325989386,18924.261260066713,19,51107.05947100754
37285.96210174983,17009.24436545747,21,37715.780662825586
51503.10936043659,27549.06683419494,19,58826.17102924259
34751.37129022958,21705.345625261976,22,43296.70561572711
30637.45180303968,11485.014807519454,20,28039.82653389981
54833.054426339986,13832.18855505949,20,45910.67133908094
35337.61111465435,19460.001594195623,11,47156.09163936657
41958.1967532287,24382.53261563482,10,52935.032124851656
56542.33070003715,9201.994756965401,21,43190.69676454371
64360.25353818202,13667.39989541172,20,45910.650402781226
79597.87286735445,26810.211590494517,19,69802.87460495786
21678.638464705222,15923.091559827564,15,35837.534622054765
37101.93520921511,15952.612419451623,20,35071.65847684219
21771.777119358176,12714.24115032606,16,24656.145297910112
30978.54665173936,22717.700463313995,23,45578.24065715391
57869.86735103273,11585.906462542574,13,34815.987844421325
49563.930523024115,19456.794311576148,18,48997.03713276726
25971.424667220996,22279.630901465767,19,51781.85588333392
54975.46525057132,20356.5796142284,27,50485.98258987131
73201.0895924997,21065.477745439443,22,54183.84535702027
34214.12179255202,16936.889814598602,18,33732.09665721968
56325.97653222287,25419.16207083741,21,61130.49397599195
73970.94254906257,22006.196631654362,34,61891.50071540496
36760.37402814785,12802.216342627282,15,42660.646416661344
48750.15455055433,17382.46549243737,19,41649.67930251594
27941.286364197174,29527.692647885044,21,63522.35995178064
70302.79375355475,21822.57992620914,17,46668.3952698797
56262.75106488302,23511.44361469178,24,49055.17514518373
40872.88545191826,14022.321392928776,20,42375.475573084295
47211.72036251969,25038.84083789281,24,56476.19752472547
64054.21575813874,9503.027824931125,16,35449.15666263487
26009.84003875792,21549.710869987957,14,40519.579347017614
37719.12194020652,18424.333506789455,18,46726.576277275235
53310.83575290233,18586.731172752858,24,53070.0187895343
63382.352988665654,25126.624162111875,18,69422.206700212
56843.76089830131,14381.528578625643,19,45092.53629928382
28298.113825356544,21183.33790213998,19,48602.13647876703
64978.98695169662,21305.38016533863,21,49022.582001355506
67704.92413756794,21262.60069461113,12,49133.9297777795
65076.08069893471,27074.086623722862,25,67527.82351203346
50304.86666259718,19803.114844554413,28,54684.40654527313
41459.9867283975,22239.341015510574,18,56210.06532841691
71664.90232675178,25180.145520726073,17,55277.98136528719
42984.79386787775,16231.820816402113,26,40155.5660709734
52026.52740239417,19215.240825283938,14,45289.33985363764
63887.42395547924,13638.181770427895,20,39855.73962133297
69041.93568217655,22802.74137635421,24,50934.139645851945
39191.57700444692,20539.84605047827,15,48109.75430702153
69534.14367297989,23678.156601438644,13,49839.33929083269
41859.682338938466,19603.52865486085,16,48154.1157639489
62033.34008252721,17268.383204413778,19,52297.6104406082
59925.27967149188,21817.79549919617,19,58793.22240615354
51050.79834926058,27203.388953564638,20,62089.97326922089
29504.579355727452,22909.843690756814,17,48567.161129025
34878.26714053045,12854.102740279115,17,25545.118083784422
64902.18459837061,20943.660624923697,22,50499.661957627126
56923.351001101844,30631.010695498448,26,66730.11216499211
58378.71566493048,16698.955046018596,18,38787.03178868417
45817.46699235032,17569.163061483727,22,38070.57080131722
44364.36987712423,10209.523142144424,14,28570.583097083305
57054.70333535367,19557.71797103071,19,50255.58188261553
45104.70925113066,17731.615109997765,17,47117.15187652157
56862.67273902965,22375.787567057596,29,48179.41376567424
32391.84079356732,20055.18819288075,28,47212.51472718497
51305.01936101292,20931.06613944585,17,46180.04065692329
39185.90010969097,22768.282281028998,19,50446.59851037377
53441.52140416737,10911.000251152398,17,41065.917765350605
33646.245262436256,25724.972209107647,22,51017.46886378533
69495.90301437624,22074.292881795882,19,60071.072787596895
25611.514294778775,24864.657929286765,26,54583.08456251561
65798.85902509639,22086.773050933,18,57714.29814982771
45292.974343051115,21947.145571873003,27,53871.78736433505
59344.31612625295,19090.426317966158,16,39597.376831410846
56966.24820216002,17554.88242244654,25,49140.42362581522
42194.12039983569,24356.57652672206,19,45425.0422285168
43821.965544446786,22171.418422371073,20,54334.09044297354
65740.14795331513,18278.722173730876,17,50326.58622135719
52420.535868237595,26664.409206441473,22,54347.86805896846
45908.4044863364,19068.039784834218,20,48706.912720873624
44013.15851975086,22020.75867330926,18,54193.33759851721
46501.55378648807,14257.006270380258,23,37015.257863204744
74845.14516532185,17760.632023149534,20,55684.901105205216
72566.36190326115,14458.55761098906,24,36632.721699951944
75446.0793061146,14513.577882070334,17,48749.204956071495
74758.9425173146,19016.833538191775,12,56518.60794742491
39450.78198804119,17333.030424520333,19,42297.36157969546
51059.11865916473,24794.59659273008,15,61442.04237798262
41038.264454983924,16815.674735658675,29,36397.430136531715
63424.11356952604,22426.98267839874,16,58941.359609801264
47629.25444626823,16293.432852205327,17,45169.89417923655
43634.894624494664,19944.158911153074,20,42772.7468011272
44112.08923997623,14513.78899838915,17,46945.58156106195
38950.48234874796,23327.92777239491,23,60868.33711366315
60604.91311689741,27389.635083744226,9,67210.89143121758
57999.49425865653,14182.300623246862,10,35148.59358497855
39420.11024873499,22890.27395314874,18,53476.15616579451
63640.62560507754,27976.51462671241,18,65212.74400988264
54940.948078142894,15895.775206776583,12,42743.37607678832
35642.00092321701,27298.87758305845,18,56256.270274648654
34340.80987147249,20167.22140261627,23,42534.3226683422
36208.50126683428,19429.520201534666,16,40350.74758954379
63762.37042211299,18528.714292537872,24,55143.34963472508
72212.90988990435,18606.877980611815,7,46718.581728241326
8509.322703250633,13908.40333568181,24,32669.021167433075
32096.679923959324,17090.94888832981,14,39651.22120215241
69464.2908407058,30687.984893080946,15,58713.01260653458
45698.36713674478,12865.675572165437,15,35520.74145574045
65781.90610489083,20880.811698231853,25,56717.86252981156
51214.73719443004,19579.31902734283,16,49075.14696990753
54693.744642264086,19249.2418731473,26,45335.90928409863
66472.32399764835,16010.72057928822,22,43152.473804568035
49595.76921026095,11335.700252985187,17,43400.49912106096
37348.167248123515,21395.319154137982,13,41557.56060903907
58612.43275047655,16745.733459767853,28,44695.624106137475
43938.69886592319,20428.795931308072,23,50444.3100295895
84163.19306457287,16265.089566684193,16,43194.06965241158
47668.99358669035,22554.34688259183,18,49255.93923047967
57924.74750144528,19685.661364925,27,54546.5780047162
63867.44964392332,20923.453012750928,18,52171.39469302302
68142.14113101206,22517.854977274095,20,48993.1306805249
67645.04768377563,20029.348374708283,18,56381.42559132612
67633.96580138967,16061.23331258625,19,44993.34406782456
48572.137979025545,24282.187524533892,16,53872.46105392202
61923.24875396542,29270.7902390272,29,66154.84256564375
21755.20148805622,21854.446412230303,19,37874.28445465942
59746.152722898405,6240.577972686378,19,31736.10870626284
60491.42016325776,15747.007519809364,21,42853.64747814962
62640.72108899007,18940.906467099463,20,52655.28629260144
63333.95149437239,18061.744700687846,16,53943.681978714805
63537.04418201065,12179.705902710457,24,42789.04630870182
44961.363572226735,16195.653691588765,27,44456.93914595897
46340.02994996801,19822.250991742818,20,41616.30333727842
60519.42050103449,21033.36128852656,17,50575.70124942718
23590.140676004237,19898.334920096462,21,44006.893913154345
28149.230122023506,15570.752861840621,20,39903.40639376515
41244.44560986571,13809.06631560659,25,33244.514434021934
43907.08076794942,17460.568838690655,20,42011.4250084247
54503.29055559558,17495.753089060712,23,36669.12352709079
81504.17473080562,22155.651779228876,27,69865.60028128825
43313.30160365219,13941.29242512488,19,35586.071878749324
57028.54997259028,20770.71418869554,19,43496.96506761787
25703.686094013847,19648.762962965448,18,40834.91075626722
43418.864649078605,17996.96726145586,28,45216.13528403114
60672.313582961026,21872.559974985073,20,64162.315415135694
44378.42446869637,17676.618326845426,19,51145.518946169555
41005.88713376755,25027.55656292051,14,55882.06030364421
18980.60389539698,23549.28017324003,20,46346.8612927688
38718.747401432374,16574.5295805943,23,38197.36496178921
67072.34766802713,27766.61320534011,12,67805.99890548096
43583.76809298864,10023.942615142125,17,30897.828133967316
51386.236261524944,27683.052478942413,17,62042.72194848089
38864.62300112036,26913.754958451456,19,58380.8804127075
45587.096011436704,14509.810345480228,21,42419.12005131371
67987.64855579045,18454.819058779554,14,52561.57839480524
43372.60037989698,14403.245116133174,23,37223.74140278208
39055.12821870695,17660.972348073818,19,46253.433164436115
68369.7813146566,26845.30007844163,18,68150.91259040778
49567.23097198918,19185.015290988882,16,48887.879291761106
45502.02401514756,9783.411139130518,21,34865.80351297107
52685.20383407312,23655.272066794507,19,61005.193453258275
65953.71611711038,21074.96604036222,15,50126.94698184435
51977.654382007735,14055.232318473967,12,39113.30085526397
39612.58254397812,27787.8598467966,15,61298.707147187786
51841.0603997579,23471.049731017298,20,46680.61034614652
26512.746499325905,18385.419330248387,16,46416.88245281182
36291.981581762644,21228.300357217006,20,49131.06853108625
55030.88480508688,26311.866703253505,21,61021.97765977883
50450.52141359188,22869.597054155714,22,58980.31840290287
55950.88128763475,12545.38660576674,13,33294.489778584575
56456.107811374844,16313.285286656623,14,53656.870800115976
62363.10850540469,10245.942368752114,19,37034.86477478179
51659.14747241671,18955.09386841095,18,45379.14193172147
65191.2363447816,10223.340259895287,17,35515.1385015019
56896.76631344043,20503.10037921269,24,68260.9633251128
57730.287586799794,24040.960144613407,10,65443.95594103448
37480.32117044001,19247.576812672807,27,50586.69288766885
39258.577889152846,13612.479742413465,12,35669.36827130743
42124.812543671156,19732.98967575547,17,37973.22610089433
