transaction_amount,transaction_hour,transaction_type,device_type,location,failed_login_attempts,transactions_last_24h,account_age_days,is_fraud
578.5371390988225,12,Card,Android,Chennai,8,8,2010,0
9619.440954463931,5,Card,Android,Hyderabad,6,31,2591,1
2891.5073097373825,18,UPI,Desktop,Delhi,4,10,2295,0
9385.569055162965,3,Card,Desktop,Mumbai,4,21,2747,0
11178.849196435585,19,Card,Android,Mumbai,8,17,3307,0
322.466443437917,16,NetBanking,Desktop,Hyderabad,9,5,1862,0
10747.807940351615,18,Card,Android,Hyderabad,4,13,1356,0
2973.9269933421238,2,Wallet,iPhone,Chennai,8,21,1195,0
3571.164541230529,13,Wallet,Desktop,Hyderabad,7,44,1499,1
4925.424960426511,16,NetBanking,Android,Delhi,5,12,2641,0
13044.369797823878,12,Card,Android,Chennai,4,25,2890,0
96.50584682792922,8,Wallet,Android,Chennai,4,28,1389,0
3239.3728196891166,0,Wallet,Desktop,Chennai,4,2,1029,0
5819.307990668292,16,UPI,Desktop,Mumbai,0,21,516,0
6413.4020877255225,15,NetBanking,iPhone,Mumbai,4,41,487,0
5896.928328555539,17,Wallet,Desktop,Chennai,2,22,2703,0
721.8647779765466,1,Wallet,Desktop,Delhi,5,2,898,0
1779.0593565488703,13,NetBanking,Desktop,Bangalore,8,30,1457,0
2221.4106120466736,21,Card,iPhone,Chennai,2,1,312,0
8159.368813932607,22,NetBanking,iPhone,Hyderabad,0,46,3573,0
1633.9157458831598,16,UPI,iPhone,Bangalore,7,13,1672,0
1183.0754561812428,2,UPI,Desktop,Mumbai,8,3,1984,0
15785.144344750042,1,UPI,Android,Mumbai,9,20,3327,0
44.513988361426186,7,Wallet,Desktop,Bangalore,3,5,2772,0
30644.114969520433,1,Card,iPhone,Hyderabad,9,2,1304,1
5647.749272183766,1,UPI,Desktop,Mumbai,4,26,763,0
8814.96508219185,8,NetBanking,Desktop,Mumbai,2,29,3043,0
1745.0887925246032,19,UPI,Android,Chennai,7,18,3383,0
72.0936486900576,20,Wallet,Android,Delhi,2,9,694,0
6694.564392173502,5,UPI,Desktop,Hyderabad,3,22,2257,0
8983.194682467003,11,Card,iPhone,Chennai,9,28,1349,0
6744.53301774047,8,UPI,Desktop,Delhi,6,12,1998,0
770.7134085511085,6,Card,Desktop,Mumbai,1,37,2766,0
7000.50461802127,11,Card,Desktop,Delhi,0,18,750,0
7325.016738640083,4,NetBanking,iPhone,Mumbai,3,34,3563,0
5372.631236659406,15,Card,iPhone,Chennai,7,42,159,1
7264.648628462066,4,Wallet,iPhone,Mumbai,0,42,3604,0
9351.463373394025,11,Wallet,iPhone,Delhi,9,3,2509,0
4754.4641215646525,23,Card,iPhone,Chennai,2,46,3072,0
463.8928619745787,19,Card,Desktop,Delhi,3,5,2102,0
3343.519918938111,8,UPI,iPhone,Delhi,3,23,393,0
404.1489828716267,22,UPI,Desktop,Bangalore,2,13,244,0
2617.3851741266762,6,NetBanking,Desktop,Mumbai,2,24,1740,0
2613.7023652531557,18,UPI,Desktop,Mumbai,6,28,744,0
341.4469028677538,19,Wallet,Android,Delhi,7,17,1360,0
2144.8499864969035,22,UPI,iPhone,Mumbai,9,6,1217,0
588.2795243903626,10,NetBanking,iPhone,Hyderabad,3,27,3216,0
8257.4285503774,20,NetBanking,Desktop,Mumbai,7,45,2886,1
14752.649925309994,11,Card,Android,Chennai,7,29,1236,0
375.3231686622788,2,NetBanking,iPhone,Mumbai,5,12,2950,0
15518.281170343429,16,Card,Desktop,Hyderabad,0,35,291,0
3696.7577469438056,6,Wallet,Android,Delhi,6,48,1641,1
1780.2733813930101,21,Wallet,Desktop,Mumbai,6,5,1523,0
399.8831236978604,9,UPI,Android,Chennai,4,2,131,0
3471.982483856968,22,NetBanking,Desktop,Hyderabad,5,11,1301,0
7911.924450988089,14,Wallet,iPhone,Bangalore,8,4,1415,0
6139.389288918249,1,Card,Desktop,Delhi,2,22,3406,0
257.6561474802323,12,NetBanking,Desktop,Delhi,3,1,278,0
378.4791202912624,3,NetBanking,Android,Delhi,8,45,2190,1
2578.1296560804385,17,Card,Android,Hyderabad,9,16,1975,0
1749.848046900245,23,NetBanking,iPhone,Mumbai,1,2,2115,0
1322.3304586627976,22,NetBanking,Desktop,Mumbai,8,41,1413,1
1649.500892277558,0,Wallet,Android,Mumbai,4,27,2931,0
8135.02515578358,1,Card,iPhone,Mumbai,2,12,3131,0
13241.46297271714,1,Wallet,iPhone,Delhi,7,5,1770,0
2596.832420887668,3,Card,Android,Bangalore,8,5,393,0
11828.210341214452,2,UPI,Android,Delhi,0,22,2557,0
1939.3223202862478,16,NetBanking,Desktop,Bangalore,4,13,2224,0
3235.489429947621,13,NetBanking,iPhone,Bangalore,8,16,3174,0
1281.1043548639432,1,Wallet,Android,Mumbai,1,26,2085,0
5114.872309857723,15,NetBanking,iPhone,Chennai,0,9,3396,0
19311.66983988161,10,NetBanking,Desktop,Hyderabad,7,48,2964,1
4625.30912905048,12,Wallet,Android,Chennai,5,32,597,0
2214.3871430334207,0,Wallet,iPhone,Bangalore,1,19,2482,0
5218.028092377419,22,Card,Android,Chennai,2,36,2544,0
655.7892212615534,1,UPI,Desktop,Bangalore,4,28,1560,0
10975.792178331532,1,Wallet,Desktop,Delhi,0,15,892,0
3496.6709110161732,20,Card,Desktop,Delhi,1,9,3054,0
2983.277059530509,4,Wallet,Desktop,Mumbai,0,16,3198,0
4407.813802699802,3,Card,Android,Hyderabad,6,6,2353,0
4901.265265759135,11,UPI,Android,Delhi,6,8,256,0
372.4099362783249,2,Card,iPhone,Hyderabad,9,33,1416,1
5738.2336476219,19,Card,iPhone,Mumbai,4,32,587,0
1384.9088294575524,9,NetBanking,Android,Hyderabad,9,46,3569,1
6257.9893063476675,19,Wallet,Android,Delhi,5,36,2670,0
8644.903569908594,17,Card,iPhone,Delhi,2,42,3529,0
8147.144729977397,20,Wallet,Android,Chennai,1,48,1030,0
4020.404515374513,20,Card,Desktop,Chennai,9,36,1576,1
3671.615900233151,20,NetBanking,Desktop,Chennai,8,34,849,1
770.8631748212546,9,NetBanking,Desktop,Hyderabad,1,2,2998,0
7465.972538187141,0,UPI,iPhone,Delhi,0,13,1389,0
1583.2163455430325,5,Card,Android,Mumbai,8,43,2705,1
3432.7988544986133,10,NetBanking,iPhone,Bangalore,7,10,1331,0
1672.2899833187105,1,Wallet,iPhone,Delhi,7,38,1026,1
718.360974536481,6,Card,Android,Chennai,6,7,3230,0
4965.287867379612,19,Card,iPhone,Chennai,8,47,2976,1
279.31879862958186,20,UPI,Desktop,Hyderabad,2,3,818,0
6904.449639590402,20,Wallet,Android,Chennai,7,27,2276,0
1910.5996627694826,20,UPI,Desktop,Hyderabad,0,14,1223,0
0.6735103820133685,17,Card,Desktop,Mumbai,0,30,1424,0
3578.2845640222263,20,UPI,Android,Chennai,5,34,83,0
239.92496180626088,18,Card,Desktop,Hyderabad,7,23,3023,0
1615.9905495488986,3,Card,Desktop,Chennai,7,48,3511,1
6137.5121279666155,12,UPI,Desktop,Hyderabad,9,17,2489,0
323.70402329413395,17,UPI,Android,Delhi,0,15,3534,0
9142.277821073933,19,Card,Android,Hyderabad,0,45,3117,0
19.136185981980283,23,UPI,Android,Bangalore,8,44,1460,1
1417.2808654574776,12,UPI,iPhone,Mumbai,8,7,2759,0
6752.784231555521,18,Card,Desktop,Delhi,6,3,175,0
1900.9619755987487,16,Wallet,iPhone,Mumbai,0,9,1569,0
537.3269137189676,0,UPI,iPhone,Delhi,9,3,384,0
2233.26333782404,5,UPI,Desktop,Chennai,1,48,408,0
1576.2481924437802,18,NetBanking,Android,Hyderabad,7,35,3619,1
9248.380685685146,19,Wallet,iPhone,Chennai,7,40,2240,1
1879.6377264691987,0,UPI,Android,Mumbai,4,8,1109,0
7777.885788656753,7,Card,Android,Mumbai,1,26,2904,0
11122.204538520142,16,NetBanking,Desktop,Delhi,2,15,2512,0
2844.1933627164817,20,NetBanking,iPhone,Mumbai,4,5,3388,0
12036.570365805983,21,NetBanking,iPhone,Hyderabad,2,13,721,0
2368.59705279758,14,UPI,Android,Mumbai,9,15,2077,0
16632.08476084358,17,Card,Desktop,Chennai,0,39,3346,0
467.65120906180755,6,NetBanking,iPhone,Hyderabad,5,12,3258,0
5808.068223299942,15,Wallet,Android,Mumbai,4,35,1072,0
3404.255841155766,6,NetBanking,Android,Bangalore,2,8,267,0
2452.2465688125653,16,NetBanking,Android,Bangalore,8,10,2435,0
5008.043337026638,3,Wallet,Desktop,Chennai,9,34,2730,1
6084.565713175622,11,NetBanking,Desktop,Delhi,7,8,3218,0
21.864082458732064,12,NetBanking,Android,Delhi,6,22,1040,0
913.326611856045,3,Wallet,Android,Mumbai,1,12,3369,0
6242.167656343331,20,UPI,Desktop,Hyderabad,9,22,3061,0
5488.844425837361,0,Wallet,Android,Delhi,4,27,2497,0
16913.964705202707,0,UPI,Android,Bangalore,4,18,3627,0
7157.2492887837025,6,UPI,Desktop,Delhi,5,19,3499,0
15056.535441884396,8,UPI,Android,Bangalore,5,5,347,0
6062.386014385437,0,Wallet,Android,Delhi,2,16,2335,0
1769.4812450163242,15,Wallet,Android,Chennai,3,49,3565,0
556.6968910601795,17,UPI,Desktop,Hyderabad,0,41,3356,0
7612.262880572403,21,Wallet,Desktop,Mumbai,0,10,3048,0
5166.218987260125,14,UPI,Desktop,Bangalore,4,19,3635,0
246.92827225770995,5,Wallet,iPhone,Delhi,3,44,1563,0
2231.8297935387855,1,Card,iPhone,Mumbai,6,1,3593,0
15709.552562720572,8,Wallet,iPhone,Bangalore,6,22,377,0
3469.748969941752,3,Wallet,iPhone,Bangalore,3,17,3452,0
2834.591875362745,12,Wallet,Desktop,Chennai,9,35,2470,1
3059.6759852499945,22,UPI,Android,Delhi,1,39,932,0
1171.545296262979,21,UPI,Desktop,Mumbai,9,9,1852,0
2299.9272627958508,10,Card,iPhone,Delhi,3,5,764,0
2308.6954222601867,12,Card,Desktop,Delhi,7,9,745,0
268.8767036804891,10,NetBanking,Android,Hyderabad,1,11,2267,0
7295.779858065249,18,Card,iPhone,Bangalore,4,14,57,0
2693.592113318849,7,UPI,Android,Bangalore,6,46,687,1
8634.91419891449,6,Card,Android,Hyderabad,9,40,114,1
9497.213438694287,15,Card,Android,Hyderabad,5,24,1754,0
1191.2482217703125,2,Wallet,iPhone,Delhi,8,20,3318,0
5355.2796173565475,16,Card,Desktop,Bangalore,1,33,2523,0
3195.964288803716,17,NetBanking,iPhone,Mumbai,3,4,3140,0
10607.8526965118,14,Wallet,iPhone,Chennai,6,16,1843,0
1215.0777348314862,16,UPI,Desktop,Hyderabad,7,25,2106,0
5663.118891917224,10,NetBanking,Desktop,Mumbai,4,1,2352,0
4679.306489215451,4,UPI,Desktop,Mumbai,4,24,3046,0
1749.9259769507948,15,NetBanking,Desktop,Delhi,3,3,3387,0
734.3912124034376,14,Wallet,Android,Hyderabad,8,32,1100,1
5272.590817927142,9,NetBanking,iPhone,Mumbai,9,34,2351,1
6708.468768927355,13,NetBanking,iPhone,Chennai,3,49,2959,0
1896.2634533008838,1,Card,iPhone,Mumbai,2,25,1647,0
5175.830313402491,15,UPI,Desktop,Chennai,8,43,1648,1
2513.716102906837,18,Wallet,iPhone,Chennai,6,3,2782,0
6244.970854163753,7,NetBanking,Android,Chennai,8,7,2766,0
1110.815628530355,14,UPI,iPhone,Hyderabad,3,42,1500,0
11046.156976364959,9,UPI,iPhone,Chennai,2,35,2041,0
1694.2424636730939,4,Card,Android,Hyderabad,9,29,2911,0
2292.636575941695,19,UPI,Android,Mumbai,7,40,2,1
299.2381142185304,15,Wallet,iPhone,Chennai,3,25,1064,0
591.1718817835568,20,Card,Desktop,Bangalore,9,28,1072,0
3626.92543994203,21,NetBanking,Desktop,Mumbai,2,24,2760,0
1557.092336128623,11,Wallet,iPhone,Bangalore,3,5,1989,0
9023.622538735031,22,Wallet,iPhone,Bangalore,1,27,2036,0
74.01202847220853,12,Wallet,iPhone,Delhi,3,10,2105,0
2382.8782782735357,8,Card,iPhone,Hyderabad,6,12,3584,0
2057.508056708215,16,UPI,Desktop,Delhi,2,18,1732,0
97.58425834938556,19,Wallet,iPhone,Hyderabad,0,38,2060,0
664.0491165229436,11,UPI,Android,Delhi,9,8,458,0
2669.1295273787273,4,UPI,Desktop,Mumbai,7,38,3396,1
3394.88609616996,23,Wallet,Desktop,Bangalore,5,30,691,0
2590.0044161986098,11,UPI,Android,Mumbai,2,9,541,0
3785.098187566613,0,Card,iPhone,Hyderabad,7,48,3164,1
4520.966939817584,19,Card,iPhone,Bangalore,5,43,1821,0
49.866952290763585,15,NetBanking,iPhone,Bangalore,0,25,2387,0
3118.9933498330947,11,UPI,iPhone,Hyderabad,8,30,3443,0
16552.111105048192,8,UPI,iPhone,Mumbai,8,2,2807,0
3659.7756079241276,12,NetBanking,Android,Bangalore,8,17,256,0
5658.916066119483,16,Card,iPhone,Mumbai,5,45,3573,0
1868.842898449402,16,NetBanking,Android,Mumbai,5,7,3170,0
7435.9106533549875,3,NetBanking,Android,Mumbai,3,22,1070,0
7412.2971324484,13,NetBanking,Android,Bangalore,7,10,1044,0
3683.364631013783,18,UPI,iPhone,Chennai,8,26,1083,0
18651.387922679223,6,UPI,iPhone,Delhi,6,13,2288,0
670.8020364218745,2,UPI,Desktop,Hyderabad,6,42,376,1
85.464600292336,0,UPI,Desktop,Mumbai,1,28,1060,0
7351.8204197989135,11,Wallet,Android,Bangalore,1,36,1537,0
8229.35654032973,14,NetBanking,Desktop,Hyderabad,9,11,2906,0
640.3444343923533,10,NetBanking,Android,Chennai,1,9,387,0
1543.3903217401742,9,UPI,Desktop,Chennai,3,16,812,0
88.54116353232502,1,Card,iPhone,Bangalore,8,17,183,0
1735.806079258283,3,Wallet,iPhone,Mumbai,4,5,2364,0
7417.152260640561,16,Wallet,Android,Chennai,1,5,1411,0
3648.64637786035,16,Card,Android,Chennai,3,38,2133,0
2139.286715466708,7,UPI,iPhone,Chennai,6,31,1471,1
2324.000315796827,22,Wallet,iPhone,Bangalore,4,2,1784,0
6.772713471739074,13,Wallet,iPhone,Hyderabad,7,27,3300,0
1781.9501195560354,23,NetBanking,Desktop,Delhi,0,46,2877,0
5198.775432802587,3,NetBanking,Desktop,Bangalore,4,43,3121,0
18285.8272714259,5,UPI,Desktop,Mumbai,3,19,2860,0
9388.574993123457,18,UPI,Desktop,Bangalore,2,43,948,0
119.38891707758249,23,NetBanking,Android,Bangalore,6,25,1823,0
11441.468746111294,3,NetBanking,Android,Delhi,9,38,2888,1
7643.863453550762,2,NetBanking,Desktop,Delhi,0,13,2905,0
7579.194241744997,19,Card,Android,Delhi,5,29,2993,0
3062.40726428223,5,Wallet,Desktop,Hyderabad,7,19,302,0
2537.5331299759787,22,UPI,Desktop,Bangalore,1,35,950,0
1804.244849911565,6,UPI,iPhone,Mumbai,5,25,724,0
339.76095317135434,13,Card,Desktop,Delhi,0,48,2699,0
1295.3782521651374,11,NetBanking,Android,Delhi,5,9,2664,0
1415.8190425046666,15,Wallet,Desktop,Bangalore,5,35,1089,0
3308.989422796835,19,NetBanking,iPhone,Mumbai,4,15,1493,0
6880.619413033579,7,UPI,Android,Delhi,6,22,2420,0
3210.4629430782743,22,Card,iPhone,Bangalore,4,13,2588,0
297.9244503124204,1,Wallet,Desktop,Chennai,7,49,1618,1
15825.467021983783,12,Wallet,Desktop,Hyderabad,1,30,1501,0
14299.395811760218,7,Wallet,Desktop,Bangalore,5,21,1354,0
7689.996178639589,20,Wallet,Desktop,Delhi,4,25,2057,0
23738.222416799716,19,Card,Android,Mumbai,9,25,2210,1
3931.603883231449,15,UPI,Desktop,Chennai,1,40,1428,0
16452.9803989145,3,Wallet,iPhone,Mumbai,6,22,2783,0
393.0792672458491,15,Wallet,Android,Mumbai,3,46,643,0
2276.014498231384,19,UPI,Android,Mumbai,5,41,2689,0
1276.9216469929554,5,NetBanking,Android,Bangalore,4,3,828,0
1089.742122761541,3,Wallet,iPhone,Bangalore,3,9,865,0
758.784936855425,15,Wallet,iPhone,Hyderabad,1,24,3378,0
4869.779861959905,22,NetBanking,iPhone,Chennai,6,44,648,1
7600.771455615799,22,UPI,iPhone,Mumbai,4,47,914,0
4317.286613479134,20,UPI,Desktop,Delhi,2,32,2145,0
794.7600783391258,12,Wallet,Desktop,Mumbai,5,17,1942,0
8333.31672907327,4,UPI,iPhone,Chennai,7,41,2538,1
5052.384941086984,14,NetBanking,iPhone,Mumbai,9,24,521,0
2456.468973888904,7,Card,Desktop,Bangalore,9,8,2326,0
5606.28828533534,6,NetBanking,Desktop,Bangalore,1,6,906,0
1504.8834729935857,13,NetBanking,iPhone,Chennai,9,9,2550,0
2117.067672469814,6,Card,Android,Hyderabad,3,15,993,0
12473.927009813524,21,NetBanking,Android,Mumbai,2,24,496,0
1716.00566445232,6,Wallet,iPhone,Chennai,6,11,3559,0
3174.280685649471,22,Wallet,Android,Delhi,9,31,2371,1
11042.794021308753,17,UPI,Desktop,Delhi,7,46,1233,1
6150.238259218661,9,UPI,Android,Hyderabad,7,45,2057,1
321.1100623703637,17,NetBanking,iPhone,Bangalore,3,45,1327,0
796.7553170232788,13,Wallet,Android,Chennai,9,13,1832,0
39.362488619868074,9,Wallet,Android,Mumbai,1,30,3364,0
4983.733534007457,6,Card,Android,Chennai,5,25,1378,0
2968.0789350511686,6,UPI,Desktop,Hyderabad,2,48,1026,0
720.9390029505175,6,Wallet,Desktop,Chennai,7,12,1499,0
15842.591716576111,4,NetBanking,Desktop,Hyderabad,2,21,2721,0
3771.4942731423134,0,Wallet,iPhone,Hyderabad,1,24,3580,0
1384.6556515460238,13,UPI,Android,Hyderabad,8,26,2112,0
3471.775260262578,17,NetBanking,Desktop,Chennai,8,12,1791,0
5691.242631366281,12,UPI,Desktop,Delhi,8,37,410,1
396.5106738502541,7,Wallet,Android,Mumbai,2,49,1655,0
1605.8758829254643,7,Wallet,iPhone,Hyderabad,1,21,3183,0
8224.43151175426,9,Wallet,Android,Bangalore,3,23,1442,0
3077.828607786736,16,UPI,iPhone,Hyderabad,1,1,1727,0
3954.6506380290175,5,NetBanking,Android,Chennai,7,45,1948,1
2835.3575840115564,14,Wallet,Desktop,Hyderabad,9,10,3280,0
224.46354450078513,14,Wallet,Desktop,Bangalore,0,35,1750,0
906.1094871259683,15,Wallet,Desktop,Delhi,1,38,92,0
2948.8178371113804,7,Card,iPhone,Chennai,5,48,1102,0
1173.45904124512,18,Card,Android,Chennai,8,28,3590,0
256.3560976806342,19,NetBanking,iPhone,Chennai,9,1,1070,0
9278.280231937153,14,UPI,Desktop,Bangalore,4,8,1812,0
19867.505515976198,2,Wallet,iPhone,Chennai,4,41,1956,0
7878.634682838712,5,Wallet,iPhone,Delhi,2,23,2673,0
9613.38301134739,7,UPI,iPhone,Mumbai,7,20,3600,0
1385.2086135460568,15,UPI,Android,Mumbai,5,32,2299,0
16173.37177429394,14,NetBanking,iPhone,Hyderabad,9,23,1478,0
1096.5402342068912,12,UPI,iPhone,Mumbai,1,7,456,0
15123.726591010258,19,Wallet,iPhone,Bangalore,4,11,941,0
26314.069659946475,14,NetBanking,Desktop,Mumbai,3,8,1274,0
6219.163908423409,17,Card,Desktop,Bangalore,9,43,2020,1
19854.54944713223,12,NetBanking,Android,Bangalore,8,14,3632,0
4214.501812797032,23,NetBanking,Desktop,Hyderabad,3,14,2820,0
1502.4303624615975,7,NetBanking,Android,Mumbai,7,36,3248,1
2872.3417149640477,13,UPI,Desktop,Hyderabad,0,41,2658,0
4501.606318808089,10,Wallet,Android,Chennai,4,40,2004,0
379.44851106921936,5,UPI,Android,Delhi,8,47,3032,1
4868.848016974755,23,Wallet,Android,Mumbai,2,27,877,0
19863.601039376943,0,UPI,Desktop,Chennai,5,20,2755,0
1054.2697055766685,1,NetBanking,iPhone,Chennai,9,38,3484,1
7865.412180781225,12,Wallet,Desktop,Hyderabad,5,25,3486,0
11924.336194756286,0,UPI,iPhone,Hyderabad,5,48,2333,0
14385.44517946248,23,NetBanking,Desktop,Delhi,3,48,661,0
16111.358472240992,23,Card,iPhone,Delhi,6,29,1834,0
3685.073610284772,3,UPI,Desktop,Delhi,2,14,2523,0
18928.69392429678,23,UPI,Android,Delhi,5,28,2944,0
7079.856118620867,22,Card,Android,Hyderabad,9,30,3072,0
881.7258724042813,1,UPI,Android,Bangalore,4,15,306,0
3239.9141606916014,20,Card,iPhone,Hyderabad,2,21,857,0
6335.11639460626,19,Wallet,iPhone,Bangalore,1,12,2942,0
1420.7104998989794,15,Card,Android,Hyderabad,0,11,2563,0
5116.807762306764,2,NetBanking,iPhone,Hyderabad,7,39,449,1
5492.068727594814,16,Card,Android,Delhi,0,6,2839,0
887.8627189925479,4,Wallet,Desktop,Bangalore,4,3,2923,0
4163.026938543289,7,Card,iPhone,Chennai,4,41,773,0
7383.873160206979,11,Card,iPhone,Chennai,0,15,2271,0
3454.70472579968,22,Wallet,Desktop,Chennai,8,34,3353,1
60.88477943850167,11,UPI,iPhone,Delhi,4,4,2851,0
45.39781925452142,0,UPI,iPhone,Chennai,8,34,2795,1
2208.280959100534,0,NetBanking,iPhone,Hyderabad,5,38,2625,0
13031.580885262008,14,NetBanking,Desktop,Delhi,6,44,1231,1
1298.2388548195847,16,Card,Android,Chennai,6,39,2776,1
5030.580625276099,1,UPI,Android,Delhi,1,41,1403,0
1255.6313986525486,16,UPI,Desktop,Hyderabad,4,6,482,0
1940.6068427327787,19,Card,Desktop,Delhi,1,22,2322,0
9420.758508770627,8,Wallet,Desktop,Chennai,3,37,2329,0
6525.626528131986,11,UPI,Android,Delhi,2,32,3069,0
501.3081151833449,3,NetBanking,Desktop,Mumbai,5,28,3428,0
2799.221753900893,12,Card,Android,Chennai,4,26,3457,0
148.0182990112607,3,Wallet,Desktop,Hyderabad,0,4,958,0
3278.1987731790286,6,NetBanking,iPhone,Bangalore,1,10,1161,0
5429.971334477727,13,UPI,Android,Delhi,6,27,1193,0
630.6662671847921,8,Wallet,Android,Delhi,8,20,3350,0
1704.6051616351724,22,NetBanking,Desktop,Chennai,0,36,230,0
2536.1324214142514,0,Card,iPhone,Chennai,3,5,1518,0
12599.417841485549,0,Wallet,Android,Mumbai,2,17,2025,0
24994.780379511754,19,Wallet,Desktop,Hyderabad,4,32,2242,1
229.7553109084137,3,Card,iPhone,Delhi,4,35,489,0
7156.624401502872,0,UPI,Android,Delhi,9,23,1709,0
2323.879121527445,21,UPI,Desktop,Bangalore,9,13,1972,0
2491.6713844208653,9,Wallet,iPhone,Delhi,1,1,1300,0
7017.507254976709,1,Wallet,Android,Delhi,4,31,2937,0
12531.249964185861,20,Wallet,Android,Mumbai,3,19,1239,0
15072.393932936031,23,NetBanking,iPhone,Bangalore,0,23,2250,0
4303.364717227319,14,Wallet,Desktop,Delhi,0,34,892,0
2208.99500324707,2,UPI,Desktop,Delhi,0,4,2624,0
7745.221547885493,22,Card,iPhone,Hyderabad,7,48,2720,1
1445.090711393864,8,Card,Android,Delhi,2,48,1086,0
4151.4142047588675,16,Card,iPhone,Mumbai,8,49,3205,1
2220.342059383268,20,Wallet,iPhone,Delhi,9,44,2168,1
5344.749114938969,12,Wallet,iPhone,Delhi,1,34,2860,0
1374.8093444425483,2,Card,Android,Chennai,8,30,1181,0
1063.447836422213,3,NetBanking,iPhone,Delhi,8,10,1313,0
12519.779908948434,3,NetBanking,iPhone,Bangalore,3,6,1380,0
536.8330935189589,10,NetBanking,Android,Chennai,3,12,1037,0
3525.6727920490885,6,NetBanking,Android,Bangalore,3,12,2866,0
1247.7763444526256,10,UPI,iPhone,Bangalore,0,49,1922,0
198.53996856933324,23,Card,Desktop,Mumbai,4,18,3531,0
183.4175280566355,10,UPI,iPhone,Delhi,5,36,2460,0
963.2037172916342,9,Wallet,Android,Bangalore,3,35,1526,0
10078.404909353612,4,NetBanking,Android,Delhi,7,25,3579,0
1659.7635333402472,12,NetBanking,Android,Delhi,2,49,1764,0
15024.790562678798,11,Card,Desktop,Mumbai,8,41,3346,1
4356.853245869319,9,NetBanking,Android,Mumbai,6,22,231,0
2868.9530490754382,6,Card,Desktop,Bangalore,7,30,969,0
4338.560505970516,18,Wallet,Android,Bangalore,6,44,1602,1
3635.571794975433,18,NetBanking,Android,Chennai,8,29,2276,0
7110.151842746742,18,NetBanking,iPhone,Delhi,1,7,430,0
1659.8842419936323,11,UPI,Desktop,Delhi,3,48,145,0
2177.434362613133,19,Card,iPhone,Mumbai,1,40,2209,0
11226.031136902604,21,Card,Desktop,Mumbai,7,3,2915,0
14636.305584720752,14,NetBanking,Android,Bangalore,1,21,289,0
11154.031145986535,4,UPI,Android,Chennai,7,45,1376,1
2718.87946748747,23,NetBanking,Desktop,Chennai,5,20,84,0
7578.952457757636,13,Card,iPhone,Mumbai,6,9,2974,0
3234.5225620584083,11,Card,Desktop,Mumbai,5,41,534,0
3441.194749736848,20,NetBanking,Desktop,Chennai,8,36,2173,1
1145.0543335802254,10,Wallet,Desktop,Chennai,3,14,181,0
4471.793817869971,4,NetBanking,Android,Bangalore,0,18,3033,0
1029.8093873716539,15,UPI,Desktop,Chennai,8,33,3565,1
2014.078347864592,17,Card,Android,Delhi,9,2,2478,0
9656.149226451775,11,Card,iPhone,Chennai,7,37,1068,1
1160.1382995655154,4,NetBanking,Android,Hyderabad,0,31,2891,0
369.08468501513136,15,Wallet,iPhone,Chennai,9,22,370,0
357.5207853447732,11,Card,iPhone,Mumbai,5,46,930,0
14132.86146641773,22,NetBanking,iPhone,Mumbai,9,9,419,0
3535.423672578998,1,Wallet,Android,Hyderabad,3,20,964,0
2633.183749008319,5,NetBanking,Desktop,Delhi,1,20,2825,0
8326.830208309166,22,NetBanking,Android,Chennai,2,47,1387,0
9034.139994404848,20,NetBanking,iPhone,Chennai,8,1,3350,0
2018.765620314438,3,Card,Desktop,Hyderabad,4,30,3517,0
5914.6138858317445,12,Wallet,Android,Bangalore,6,19,3289,0
7372.84866529631,9,UPI,iPhone,Bangalore,1,36,3157,0
5315.994361736102,16,UPI,iPhone,Delhi,7,14,2841,0
821.9862551402465,13,Card,Desktop,Chennai,2,1,3561,0
10432.65641370974,23,Card,Android,Chennai,0,5,3409,0
3872.8118028546187,14,NetBanking,Desktop,Chennai,7,10,2127,0
1659.7195097022186,7,NetBanking,Desktop,Mumbai,8,9,2985,0
2768.9108059388404,22,Wallet,Desktop,Bangalore,7,49,1543,1
191.47537851351137,23,NetBanking,Desktop,Hyderabad,0,14,1760,0
684.06557923332,17,Wallet,Android,Mumbai,6,39,1480,1
7252.495367560702,2,NetBanking,Desktop,Mumbai,6,18,707,0
0.058174115252161616,16,NetBanking,iPhone,Bangalore,3,42,2337,0
2694.1182510663552,23,UPI,iPhone,Chennai,7,25,3556,0
3696.062204669365,23,Card,iPhone,Delhi,4,36,977,0
280.91784578248456,6,Wallet,Desktop,Hyderabad,3,31,961,0
18074.087681393878,12,UPI,iPhone,Bangalore,4,46,3428,0
1281.726725915564,15,NetBanking,Android,Delhi,1,35,872,0
1813.455880670851,4,UPI,Desktop,Bangalore,3,27,81,0
1811.615123619793,3,Wallet,Desktop,Bangalore,9,22,3194,0
1309.5301511269734,9,Card,Desktop,Bangalore,7,11,570,0
7.37454615192529,12,UPI,Android,Bangalore,6,10,2860,0
6534.547855373437,9,Wallet,Desktop,Chennai,7,8,1657,0
17032.884094513745,13,NetBanking,Desktop,Mumbai,6,41,2550,1
1269.905152221055,21,UPI,iPhone,Bangalore,6,28,1072,0
5439.061967302936,11,Card,iPhone,Delhi,6,23,1661,0
6771.969706403121,0,Wallet,Desktop,Delhi,1,6,2981,0
9433.386140185174,20,Card,Android,Delhi,2,14,2713,0
2746.3528969361278,19,NetBanking,iPhone,Mumbai,0,24,2457,0
